Item_Root	-	0.000000 0.000000 -0.000000	0.707107 -0.000000 0.000000 0.707107	1.000000 1.000000 1.000000	-	0	-
Icon	-	0.000000 0.000000 -0.257686	-0.000000 1.000000 0.000000 0.000000	1.000000 1.000000 1.000000	Item_Root	0	-
Model_1	pizza_mushroom_model_1.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	0	pizza_mushroom_albedo.png
Bone_0	pizza_mushroom_bone_0.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	1	pizza_mushroom_albedo.png
Bone_1	pizza_mushroom_bone_1.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	pizza_mushroom_albedo.png
Bone_2	pizza_mushroom_bone_2.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	pizza_mushroom_albedo.png
Bone_5	pizza_mushroom_bone_5.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	1.000000 1.000000 1.000000	Bone_2	1	pizza_mushroom_texture_pizza_filling.png
Bone_3	pizza_mushroom_bone_3.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	pizza_mushroom_albedo.png
Bone_6	pizza_mushroom_bone_6.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	1.000000 1.000000 1.000000	Bone_3	1	pizza_mushroom_texture_pizza_filling.png
Bone_4	pizza_mushroom_bone_4.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	pizza_mushroom_albedo.png
