Item_Root	-	0.000000 0.000000 -0.000000	0.707107 -0.000000 0.000000 0.707107	1.000000 1.000000 1.000000	-	0	-
Icon	-	0.000000 0.000000 -0.257685	-0.000000 1.000000 0.000000 0.000000	1.000000 1.000000 1.000000	Item_Root	0	-
Model_1	bag_mre_model_1.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	0	bag_mre_albedo.png
Bone_0	-	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	0	-
Model_0	bag_mre_model_0.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	1.000000 1.000000 1.000000	Bone_0	1	bag_mre_albedo.png
Bone_1	bag_mre_bone_1.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	bag_mre_texture_mre_filling.png
Bone_2	bag_mre_bone_2.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	bag_mre_texture_mre_filling.png
Bone_3	bag_mre_bone_3.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	bag_mre_texture_mre_filling.png
Bone_4	bag_mre_bone_4.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	bag_mre_texture_mre_filling.png
Bone_5	bag_mre_bone_5.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	bag_mre_texture_mre_filling.png
Bone_6	bag_mre_bone_6.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	1.000000 1.000000 1.000000	Bone_5	1	bag_mre_texture_mre_filling.png
Bone_7	bag_mre_bone_7.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	bag_mre_texture_mre_filling.png
Bone_8	bag_mre_bone_8.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	1.000000 1.000000 1.000000	Bone_7	1	bag_mre_texture_mre_filling.png
Bone_9	bag_mre_bone_9.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	1.000000 1.000000 1.000000	Bone_8	1	bag_mre_texture_mre_filling.png
