Item_Root	-	0.000000 0.000000 -0.000000	0.707107 -0.000000 0.000000 0.707107	1.000000 1.000000 1.000000	-	0
Icon	-	0.000000 0.365730 -0.000000	-0.707107 -0.000000 0.000000 0.707107	1.000000 1.000000 1.000000	Item_Root	0
Model_0	canned_beans_model_0.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	1
Model_1	canned_beans_model_1.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	0
Icon2	-	0.000000 0.365723 -0.000000	-0.707107 -0.000000 0.000000 0.707107	1.000000 1.000000 1.000000	Item_Root	0
Effect	-	0.000000 -0.000000 -0.061000	-0.000000 -0.000000 -1.000000 -0.000000	1.000000 1.000000 1.000000	Item_Root	0
Stat_Tracker	-	0.000000 -0.000000 -0.188800	0.707107 -0.707107 -0.000001 -0.000001	1.000000 1.000000 1.000000	Item_Root	0
Bone_0	canned_beans_bone_0.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1
Model_2	canned_beans_model_2.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	1
Model_3	canned_beans_model_3.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1
Bone_1	canned_beans_bone_1.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1
Bone_2	canned_beans_bone_2.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1
Bone_3	canned_beans_bone_3.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1
